,Disease,Year,Month,Count
460,Legionellosis,2016,Apr.,298
461,Leptospirosis,2016,Apr.,3
462,Listeriosis,2016,Apr.,53
463,"Lyme disease, Total",2016,Apr.,"1,607"
464,"Lyme disease, Confirmed",2016,Apr.,"1,056"
465,"Lyme disease, Probable",2016,Apr.,551
466,Malaria,2016,Apr.,107
467,"Measles, Total",2016,Apr.,7
468,"Measles, Indigenous",2016,Apr.,7
469,"Measles, Imported",2016,Apr.,0
470,"Meningococcal disease, All serogroups",2016,Apr.,50
471,"Meningococcal disease, Serogroups ACWY",2016,Apr.,16
472,"Meningococcal disease, Serogroup B",2016,Apr.,13
473,"Meningococcal disease, Other serogroups",2016,Apr.,2
474,"Meningococcal disease, Unknown serogroup",2016,Apr.,19
475,Mumps,2016,Apr.,457
476,Novel Influenza A virus infections,2016,Apr.,1
477,Pertussis,2016,Apr.,"1,380"
478,Plague,2016,Apr.,0
479,"Poliomyelitis, paralytic",2016,Apr.,0
480,"Poliovirus infection, nonparalytic",2016,Apr.,0
481,Psittacosis,2016,Apr.,0
482,"Q fever, Total",2016,Apr.,15
483,"Q fever, Acute",2016,Apr.,13
484,"Q fever, Chronic",2016,Apr.,2
485,"Rabies, Animal",2016,Apr.,400
486,"Rabies, Human",2016,Apr.,0
487,Rubella,2016,Apr.,0
488,"Rubella, congenital syndrome",2016,Apr.,0
489,Salmonellosis,2016,Apr.,"3,786"
490,Severe acute respiratory syndrome-associated coronavirus disease,2016,Apr.,0
491,Shiga toxin-producing Escherichia coli,2016,Apr.,573
492,Shigellosis,2016,Apr.,"2,027"
493,Smallpox,2016,Apr.,0
494,"Spotted fever rickettsiosis, Total",2016,Apr.,224
495,"Spotted fever rickettsiosis, Confirmed",2016,Apr.,5
496,"Spotted fever rickettsiosis, Probable",2016,Apr.,219
497,Streptococcal toxic shock syndrome,2016,Apr.,47
498,"Syphilis, Total, all stages",2016,Apr.,"8,612"
499,"Syphilis, Congenital",2016,Apr.,44
500,"Syphilis, Primary and secondary",2016,Apr.,"2,710"
501,Tetanus,2016,Apr.,5
502,Toxic shock syndrome (other than Streptococcal),2016,Apr.,0
503,Trichinellosis,2016,Apr.,2
504,Tuberculosis,2016,Apr.,777
505,Tularemia,2016,Apr.,11
506,Typhoid fever,2016,Apr.,32
507,Vancomycin-intermediate Staphylococcus aureus,2016,Apr.,12
508,Vancomycin-resistant Staphylococcus aureus,2016,Apr.,0
509,Varicella morbidity,2016,Apr.,"1,026"
510,Varicella mortality,2016,Apr.,0
511,"Vibriosis, Total",2016,Apr.,50
512,"Vibriosis, Confirmed",2016,Apr.,50
513,"Vibriosis, Probable",2016,Apr.,0
514,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2016,Apr.,0
515,"Viral hemorrhagic fevers, Ebola virus",2016,Apr.,0
516,"Viral hemorrhagic fevers, Guanarito virus",2016,Apr.,0
517,"Viral hemorrhagic fevers, Junin virus",2016,Apr.,0
518,"Viral hemorrhagic fevers, Lassa virus",2016,Apr.,0
519,"Viral hemorrhagic fevers, Lujo virus",2016,Apr.,0
520,"Viral hemorrhagic fevers, Machupo virus",2016,Apr.,0
521,"Viral hemorrhagic fevers, Marburg virus",2016,Apr.,0
522,"Viral hemorrhagic fevers, Sabia virus",2016,Apr.,0
523,Yellow fever,2016,Apr.,0
524,"Zika virus, Zika virus disease, congenital",2016,Apr.,0
525,"Zika virus, Zika virus disease, non-congenital",2016,Apr.,190
526,"Zika virus, Zika virus infection, congenital",2016,Apr.,0
527,"Zika virus, Zika virus infection, non-congenital",2016,Apr.,39
528,Anthrax,2016,May,0
529,"Arboviral diseases, Chikungunya virus disease",2016,May,11
530,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2016,May,0
531,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2016,May,0
532,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2016,May,0
533,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2016,May,0
534,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2016,May,1
535,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2016,May,0
536,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2016,May,1
537,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2016,May,0
538,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2016,May,0
539,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2016,May,0
540,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2016,May,7
541,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2016,May,9
542,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2016,May,0
543,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2016,May,0
544,"Babesiosis, Total",2016,May,50
545,"Babesiosis, Confirmed",2016,May,39
546,"Babesiosis, Probable",2016,May,11
547,"Botulism, Total",2016,May,8
548,"Botulism, Foodborne",2016,May,0
549,"Botulism, Infant",2016,May,5
550,"Botulism, Other (wound & unspecified)",2016,May,3
551,Brucellosis,2016,May,12
552,Campylobacteriosis,2016,May,"4,615"
553,Chancroid,2016,May,0
554,Chlamydia trachomatis infection,2016,May,"124,652"
555,Cholera,2016,May,1
556,Coccidioidomycosis,2016,May,667
557,"Cryptosporidiosis, Total",2016,May,648
558,"Cryptosporidiosis, Confirmed",2016,May,386
559,"Cryptosporidiosis, Probable",2016,May,262
560,Cyclosporiasis,2016,May,18
561,"Dengue virus infections, Dengue",2016,May,53
562,"Dengue virus infections, Dengue-like illness",2016,May,3
563,"Dengue virus infections, Severe dengue",2016,May,2
564,Diphtheria,2016,May,0
565,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2016,May,348
566,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2016,May,132
567,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2016,May,2
568,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2016,May,20
569,Giardiasis,2016,May,"1,089"
570,Gonorrhea,2016,May,"35,513"
571,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2016,May,360
572,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2016,May,0
573,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2016,May,15
574,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2016,May,10
575,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2016,May,15
576,Hansen's disease,2016,May,5
577,"Hantavirus infection, non-hantavirus pulmonary syndrome",2016,May,1
578,Hantavirus pulmonary syndrome,2016,May,3
579,Hemolytic uremic syndrome post-diarrheal,2016,May,23
580,"Hepatitis, A, acute",2016,May,102
581,"Hepatitis, B, acute",2016,May,259
582,"Hepatitis, B, perinatal infection",2016,May,1
583,"Hepatitis, C, acute",2016,May,247
584,Human immunodeficiency virus diagnoses,2016,May,"3,469"
585,Influenza-associated pediatric mortality,2016,May,10
586,"Invasive pneumococcal disease, All ages",2016,May,"1,344"
587,"Invasive pneumococcal disease, All ages, Confirmed",2016,May,"1,342"
588,"Invasive pneumococcal disease, All ages, Probable",2016,May,2
589,"Invasive pneumococcal disease, Age <5 years",2016,May,76
590,"Invasive pneumococcal disease, Age <5 years, Confirmed",2016,May,74
591,"Invasive pneumococcal disease, Age <5 years, Probable",2016,May,2
592,Legionellosis,2016,May,305
593,Leptospirosis,2016,May,2
594,Listeriosis,2016,May,46
595,"Lyme disease, Total",2016,May,"2,017"
596,"Lyme disease, Confirmed",2016,May,"1,341"
597,"Lyme disease, Probable",2016,May,676
598,Malaria,2016,May,144
599,"Measles, Total",2016,May,20
600,"Measles, Indigenous",2016,May,16
601,"Measles, Imported",2016,May,4
602,"Meningococcal disease, All serogroups",2016,May,34
603,"Meningococcal disease, Serogroups ACWY",2016,May,14
604,"Meningococcal disease, Serogroup B",2016,May,7
605,"Meningococcal disease, Other serogroups",2016,May,1
606,"Meningococcal disease, Unknown serogroup",2016,May,12
607,Mumps,2016,May,347
608,Novel Influenza A virus infections,2016,May,1
609,Pertussis,2016,May,"1,279"
610,Plague,2016,May,0
611,"Poliomyelitis, paralytic",2016,May,0
612,"Poliovirus infection, nonparalytic",2016,May,0
613,Psittacosis,2016,May,0
614,"Q fever, Total",2016,May,26
615,"Q fever, Acute",2016,May,22
616,"Q fever, Chronic",2016,May,4
617,"Rabies, Animal",2016,May,455
618,"Rabies, Human",2016,May,0
619,Rubella,2016,May,0
620,"Rubella, congenital syndrome",2016,May,0
621,Salmonellosis,2016,May,"3,513"
622,Severe acute respiratory syndrome-associated coronavirus disease,2016,May,0
623,Shiga toxin-producing Escherichia coli,2016,May,521
624,Shigellosis,2016,May,"1,801"
625,Smallpox,2016,May,0
626,"Spotted fever rickettsiosis, Total",2016,May,408
627,"Spotted fever rickettsiosis, Confirmed",2016,May,15
628,"Spotted fever rickettsiosis, Probable",2016,May,393
629,Streptococcal toxic shock syndrome,2016,May,18
630,"Syphilis, Total, all stages",2016,May,"6,861"
631,"Syphilis, Congenital",2016,May,48
632,"Syphilis, Primary and secondary",2016,May,"2,163"
633,Tetanus,2016,May,1
634,Toxic shock syndrome (other than Streptococcal),2016,May,2
635,Trichinellosis,2016,May,1
636,Tuberculosis,2016,May,716
637,Tularemia,2016,May,29
638,Typhoid fever,2016,May,28
639,Vancomycin-intermediate Staphylococcus aureus,2016,May,8
640,Vancomycin-resistant Staphylococcus aureus,2016,May,0
641,Varicella morbidity,2016,May,871
642,Varicella mortality,2016,May,0
643,"Vibriosis, Total",2016,May,67
644,"Vibriosis, Confirmed",2016,May,66
645,"Vibriosis, Probable",2016,May,1
646,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2016,May,0
647,"Viral hemorrhagic fevers, Ebola virus",2016,May,0
648,"Viral hemorrhagic fevers, Guanarito virus",2016,May,0
649,"Viral hemorrhagic fevers, Junin virus",2016,May,0
650,"Viral hemorrhagic fevers, Lassa virus",2016,May,0
651,"Viral hemorrhagic fevers, Lujo virus",2016,May,0
652,"Viral hemorrhagic fevers, Machupo virus",2016,May,0
653,"Viral hemorrhagic fevers, Marburg virus",2016,May,0
654,"Viral hemorrhagic fevers, Sabia virus",2016,May,0
655,Yellow fever,2016,May,0
656,"Zika virus, Zika virus disease, congenital",2016,May,2
657,"Zika virus, Zika virus disease, non-congenital",2016,May,287
658,"Zika virus, Zika virus infection, congenital",2016,May,1
659,"Zika virus, Zika virus infection, non-congenital",2016,May,47
660,Anthrax,2016,June,0
661,"Arboviral diseases, Chikungunya virus disease",2016,June,17
662,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2016,June,0
663,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2016,June,0
664,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2016,June,1
665,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2016,June,0
666,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2016,June,1
667,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2016,June,0
668,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2016,June,2
669,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2016,June,0
670,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2016,June,1
671,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2016,June,0
672,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2016,June,22
673,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2016,June,19
674,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2016,June,0
675,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2016,June,0
676,"Babesiosis, Total",2016,June,249
677,"Babesiosis, Confirmed",2016,June,210
678,"Babesiosis, Probable",2016,June,39
679,"Botulism, Total",2016,June,37
680,"Botulism, Foodborne",2016,June,19
681,"Botulism, Infant",2016,June,15
682,"Botulism, Other (wound & unspecified)",2016,June,3
683,Brucellosis,2016,June,10
684,Campylobacteriosis,2016,June,"6,018"
685,Chancroid,2016,June,0
686,Chlamydia trachomatis infection,2016,June,"115,560"
687,Cholera,2016,June,0
688,Coccidioidomycosis,2016,June,688
689,"Cryptosporidiosis, Total",2016,June,745
690,"Cryptosporidiosis, Confirmed",2016,June,449
691,"Cryptosporidiosis, Probable",2016,June,296
692,Cyclosporiasis,2016,June,50
693,"Dengue virus infections, Dengue",2016,June,64
694,"Dengue virus infections, Dengue-like illness",2016,June,4
695,"Dengue virus infections, Severe dengue",2016,June,2
696,Diphtheria,2016,June,0
697,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2016,June,926
698,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2016,June,240
699,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2016,June,5
700,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2016,June,25
701,Giardiasis,2016,June,"1,097"
702,Gonorrhea,2016,June,"34,120"
703,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2016,June,351
704,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2016,June,1
705,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2016,June,10
706,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2016,June,12
707,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2016,June,14
708,Hansen's disease,2016,June,5
709,"Hantavirus infection, non-hantavirus pulmonary syndrome",2016,June,0
710,Hantavirus pulmonary syndrome,2016,June,1
711,Hemolytic uremic syndrome post-diarrheal,2016,June,29
712,"Hepatitis, A, acute",2016,June,106
713,"Hepatitis, B, acute",2016,June,230
714,"Hepatitis, B, perinatal infection",2016,June,3
715,"Hepatitis, C, acute",2016,June,219
716,Human immunodeficiency virus diagnoses,2016,June,"3,510"
717,Influenza-associated pediatric mortality,2016,June,3
718,"Invasive pneumococcal disease, All ages",2016,June,981
719,"Invasive pneumococcal disease, All ages, Confirmed",2016,June,980
720,"Invasive pneumococcal disease, All ages, Probable",2016,June,1
721,"Invasive pneumococcal disease, Age <5 years",2016,June,88
722,"Invasive pneumococcal disease, Age <5 years, Confirmed",2016,June,87
723,"Invasive pneumococcal disease, Age <5 years, Probable",2016,June,1
724,Legionellosis,2016,June,439
725,Leptospirosis,2016,June,3
726,Listeriosis,2016,June,73
727,"Lyme disease, Total",2016,June,"5,425"
728,"Lyme disease, Confirmed",2016,June,"4,076"
729,"Lyme disease, Probable",2016,June,"1,349"
730,Malaria,2016,June,197
731,"Measles, Total",2016,June,21
732,"Measles, Indigenous",2016,June,20
733,"Measles, Imported",2016,June,1
734,"Meningococcal disease, All serogroups",2016,June,28
735,"Meningococcal disease, Serogroups ACWY",2016,June,8
736,"Meningococcal disease, Serogroup B",2016,June,4
737,"Meningococcal disease, Other serogroups",2016,June,2
738,"Meningococcal disease, Unknown serogroup",2016,June,14
739,Mumps,2016,June,200
740,Novel Influenza A virus infections,2016,June,1
741,Pertussis,2016,June,"1,312"
742,Plague,2016,June,1
743,"Poliomyelitis, paralytic",2016,June,0
744,"Poliovirus infection, nonparalytic",2016,June,0
745,Psittacosis,2016,June,2
746,"Q fever, Total",2016,June,12
747,"Q fever, Acute",2016,June,10
748,"Q fever, Chronic",2016,June,2
749,"Rabies, Animal",2016,June,504
750,"Rabies, Human",2016,June,0
751,Rubella,2016,June,0
752,"Rubella, congenital syndrome",2016,June,0
753,Salmonellosis,2016,June,"4,469"
754,Severe acute respiratory syndrome-associated coronavirus disease,2016,June,0
755,Shiga toxin-producing Escherichia coli,2016,June,770
756,Shigellosis,2016,June,"1,825"
757,Smallpox,2016,June,0
758,"Spotted fever rickettsiosis, Total",2016,June,610
759,"Spotted fever rickettsiosis, Confirmed",2016,June,19
760,"Spotted fever rickettsiosis, Probable",2016,June,591
761,Streptococcal toxic shock syndrome,2016,June,17
762,"Syphilis, Total, all stages",2016,June,"6,453"
763,"Syphilis, Congenital",2016,June,51
764,"Syphilis, Primary and secondary",2016,June,"2,045"
765,Tetanus,2016,June,4
766,Toxic shock syndrome (other than Streptococcal),2016,June,4
767,Trichinellosis,2016,June,2
768,Tuberculosis,2016,June,837
769,Tularemia,2016,June,34
770,Typhoid fever,2016,June,32
771,Vancomycin-intermediate Staphylococcus aureus,2016,June,7
772,Vancomycin-resistant Staphylococcus aureus,2016,June,0
773,Varicella morbidity,2016,June,608
774,Varicella mortality,2016,June,0
775,"Vibriosis, Total",2016,June,108
776,"Vibriosis, Confirmed",2016,June,105
777,"Vibriosis, Probable",2016,June,3
778,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2016,June,0
779,"Viral hemorrhagic fevers, Ebola virus",2016,June,0
780,"Viral hemorrhagic fevers, Guanarito virus",2016,June,0
781,"Viral hemorrhagic fevers, Junin virus",2016,June,0
782,"Viral hemorrhagic fevers, Lassa virus",2016,June,0
783,"Viral hemorrhagic fevers, Lujo virus",2016,June,0
784,"Viral hemorrhagic fevers, Machupo virus",2016,June,0
785,"Viral hemorrhagic fevers, Marburg virus",2016,June,0
786,"Viral hemorrhagic fevers, Sabia virus",2016,June,0
787,Yellow fever,2016,June,0
788,"Zika virus, Zika virus disease, congenital",2016,June,1
789,"Zika virus, Zika virus disease, non-congenital",2016,June,574
790,"Zika virus, Zika virus infection, congenital",2016,June,0
791,"Zika virus, Zika virus infection, non-congenital",2016,June,74
792,Anthrax,2016,July,0
793,"Arboviral diseases, Chikungunya virus disease",2016,July,17
794,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2016,July,3
795,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2016,July,0
796,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2016,July,1
797,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2016,July,2
798,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2016,July,6
799,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2016,July,2
800,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2016,July,2
801,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2016,July,0
802,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2016,July,3
803,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2016,July,1
804,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2016,July,151
805,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2016,July,139
806,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2016,July,0
807,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2016,July,0
808,"Babesiosis, Total",2016,July,686
809,"Babesiosis, Confirmed",2016,July,594
810,"Babesiosis, Probable",2016,July,92
811,"Botulism, Total",2016,July,14
812,"Botulism, Foodborne",2016,July,1
813,"Botulism, Infant",2016,July,10
814,"Botulism, Other (wound & unspecified)",2016,July,3
815,Brucellosis,2016,July,4
816,Campylobacteriosis,2016,July,"7,983"
817,Chancroid,2016,July,1
818,Chlamydia trachomatis infection,2016,July,"147,782"
819,Cholera,2016,July,3
820,Coccidioidomycosis,2016,July,995
821,"Cryptosporidiosis, Total",2016,July,"1,279"
822,"Cryptosporidiosis, Confirmed",2016,July,846
823,"Cryptosporidiosis, Probable",2016,July,433
824,Cyclosporiasis,2016,July,213
825,"Dengue virus infections, Dengue",2016,July,127
826,"Dengue virus infections, Dengue-like illness",2016,July,9
827,"Dengue virus infections, Severe dengue",2016,July,1
828,Diphtheria,2016,July,0
829,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2016,July,"1,013"
830,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2016,July,347
831,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2016,July,5
832,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2016,July,60
833,Giardiasis,2016,July,"1,532"
834,Gonorrhea,2016,July,"44,683"
835,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2016,July,375
836,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2016,July,3
837,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2016,July,12
838,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2016,July,12
839,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2016,July,11
840,Hansen's disease,2016,July,3
841,"Hantavirus infection, non-hantavirus pulmonary syndrome",2016,July,0
