Disease,Year,Month,ym,Numerical_Month,Count
Spotted fever rickettsiosis,2017,Mar.,14,3,103.0
Spotted fever rickettsiosis,2017,May,16,5,577.0
Spotted fever rickettsiosis,2017,Nov.,22,11,189.0
Spotted fever rickettsiosis,2017,Oct.,21,10,385.0
Spotted fever rickettsiosis,2017,Sept.,20,9,745.0
Spotted fever rickettsiosis,2018,Apr.,27,4,239.0
Spotted fever rickettsiosis,2018,Aug.,31,8,742.0
Spotted fever rickettsiosis,2018,Dec.,35,12,208.0
Spotted fever rickettsiosis,2018,Feb.,25,2,57.0
Spotted fever rickettsiosis,2018,Jan.,24,1,53.0
Spotted fever rickettsiosis,2018,July,30,7,929.0
Spotted fever rickettsiosis,2018,June,29,6,1338.0
Spotted fever rickettsiosis,2018,Mar.,26,3,175.0
Spotted fever rickettsiosis,2018,May,28,5,516.0
Spotted fever rickettsiosis,2018,Nov.,34,11,175.0
Spotted fever rickettsiosis,2018,Oct.,33,10,346.0
Spotted fever rickettsiosis,2018,Sept.,32,9,766.0
St. Louis encephalitis virus,2016,Apr.,3,4,0.0
St. Louis encephalitis virus,2016,Aug.,7,8,1.0
St. Louis encephalitis virus,2016,Dec.,11,12,0.0
St. Louis encephalitis virus,2016,Feb.,1,2,0.0
St. Louis encephalitis virus,2016,Jan.,0,1,0.0
St. Louis encephalitis virus,2016,July,6,7,4.0
St. Louis encephalitis virus,2016,June,5,6,1.0
St. Louis encephalitis virus,2016,Mar.,2,3,0.0
St. Louis encephalitis virus,2016,May,4,5,0.0
St. Louis encephalitis virus,2016,Nov.,10,11,0.0
St. Louis encephalitis virus,2016,Oct.,9,10,0.0
St. Louis encephalitis virus,2016,Sept.,8,9,2.0
St. Louis encephalitis virus,2017,Apr.,15,4,0.0
St. Louis encephalitis virus,2017,Aug.,19,8,1.0
St. Louis encephalitis virus,2017,Dec.,23,12,0.0
St. Louis encephalitis virus,2017,Feb.,13,2,0.0
St. Louis encephalitis virus,2017,Jan.,12,1,0.0
St. Louis encephalitis virus,2017,July,18,7,2.0
St. Louis encephalitis virus,2017,June,17,6,0.0
St. Louis encephalitis virus,2017,Mar.,14,3,1.0
St. Louis encephalitis virus,2017,May,16,5,0.0
St. Louis encephalitis virus,2017,Nov.,22,11,1.0
St. Louis encephalitis virus,2017,Oct.,21,10,2.0
St. Louis encephalitis virus,2017,Sept.,20,9,4.0
St. Louis encephalitis virus,2018,Apr.,27,4,0.0
St. Louis encephalitis virus,2018,Aug.,31,8,1.0
St. Louis encephalitis virus,2018,Dec.,35,12,0.0
St. Louis encephalitis virus,2018,Feb.,25,2,0.0
St. Louis encephalitis virus,2018,Jan.,24,1,0.0
St. Louis encephalitis virus,2018,July,30,7,2.0
St. Louis encephalitis virus,2018,June,29,6,0.0
St. Louis encephalitis virus,2018,Mar.,26,3,0.0
St. Louis encephalitis virus,2018,May,28,5,0.0
St. Louis encephalitis virus,2018,Nov.,34,11,1.0
St. Louis encephalitis virus,2018,Oct.,33,10,3.0
St. Louis encephalitis virus,2018,Sept.,32,9,1.0
Streptococcal toxic shock syndrome,2016,Apr.,3,4,47.0
Streptococcal toxic shock syndrome,2016,Aug.,7,8,13.0
Streptococcal toxic shock syndrome,2016,Dec.,11,12,38.0
Streptococcal toxic shock syndrome,2016,Feb.,1,2,37.0
Streptococcal toxic shock syndrome,2016,Jan.,0,1,27.0
Streptococcal toxic shock syndrome,2016,July,6,7,16.0
Streptococcal toxic shock syndrome,2016,June,5,6,17.0
Streptococcal toxic shock syndrome,2016,Mar.,2,3,24.0
Streptococcal toxic shock syndrome,2016,May,4,5,18.0
Streptococcal toxic shock syndrome,2016,Nov.,10,11,20.0
Streptococcal toxic shock syndrome,2016,Oct.,9,10,14.0
Streptococcal toxic shock syndrome,2016,Sept.,8,9,12.0
Streptococcal toxic shock syndrome,2017,Apr.,15,4,57.0
Streptococcal toxic shock syndrome,2017,Aug.,19,8,12.0
Streptococcal toxic shock syndrome,2017,Dec.,23,12,45.0
Streptococcal toxic shock syndrome,2017,Feb.,13,2,33.0
Streptococcal toxic shock syndrome,2017,Jan.,12,1,32.0
Streptococcal toxic shock syndrome,2017,July,18,7,24.0
Streptococcal toxic shock syndrome,2017,June,17,6,31.0
Streptococcal toxic shock syndrome,2017,Mar.,14,3,35.0
Streptococcal toxic shock syndrome,2017,May,16,5,51.0
Streptococcal toxic shock syndrome,2017,Nov.,22,11,23.0
Streptococcal toxic shock syndrome,2017,Oct.,21,10,13.0
Streptococcal toxic shock syndrome,2017,Sept.,20,9,16.0
Streptococcal toxic shock syndrome,2018,Apr.,27,4,31.0
Streptococcal toxic shock syndrome,2018,Aug.,31,8,18.0
Streptococcal toxic shock syndrome,2018,Dec.,35,12,33.0
Streptococcal toxic shock syndrome,2018,Feb.,25,2,45.0
Streptococcal toxic shock syndrome,2018,Jan.,24,1,50.0
Streptococcal toxic shock syndrome,2018,July,30,7,29.0
Streptococcal toxic shock syndrome,2018,June,29,6,34.0
Streptococcal toxic shock syndrome,2018,Mar.,26,3,55.0
Streptococcal toxic shock syndrome,2018,May,28,5,26.0
Streptococcal toxic shock syndrome,2018,Nov.,34,11,24.0
Streptococcal toxic shock syndrome,2018,Oct.,33,10,12.0
Streptococcal toxic shock syndrome,2018,Sept.,32,9,14.0
Syphilis,2016,Apr.,3,4,8612.0
Syphilis,2016,Aug.,7,8,6856.0
Syphilis,2016,Dec.,11,12,8787.0
Syphilis,2016,Feb.,1,2,6907.0
Syphilis,2016,Jan.,0,1,6490.0
Syphilis,2016,July,6,7,8293.0
Syphilis,2016,June,5,6,6453.0
Syphilis,2016,Mar.,2,3,6831.0
Syphilis,2016,May,4,5,6861.0
Syphilis,2016,Nov.,10,11,6648.0
Syphilis,2016,Oct.,9,10,8662.0
Syphilis,2016,Sept.,8,9,6642.0
Syphilis,2017,Apr.,15,4,9893.0
Syphilis,2017,Aug.,19,8,8190.0
Syphilis,2017,Dec.,23,12,10408.0
Syphilis,2017,Feb.,13,2,7730.0
Syphilis,2017,Jan.,12,1,6751.0
Syphilis,2017,July,18,7,9388.0
Syphilis,2017,June,17,6,7757.0
Syphilis,2017,Mar.,14,3,8018.0
Syphilis,2017,May,16,5,7992.0
Syphilis,2017,Nov.,22,11,7512.0
Syphilis,2017,Oct.,21,10,8265.0
Syphilis,2017,Sept.,20,9,9663.0
Syphilis,2018,Apr.,27,4,9134.0
Syphilis,2018,Aug.,31,8,9113.0
Syphilis,2018,Dec.,35,12,11044.0
Syphilis,2018,Feb.,25,2,8731.0
Syphilis,2018,Jan.,24,1,8162.0
Syphilis,2018,July,30,7,8664.0
Syphilis,2018,June,29,6,10756.0
Syphilis,2018,Mar.,26,3,11132.0
Syphilis,2018,May,28,5,8884.0
Syphilis,2018,Nov.,34,11,8532.0
Syphilis,2018,Oct.,33,10,9302.0
Syphilis,2018,Sept.,32,9,11591.0
Tetanus,2016,Apr.,3,4,5.0
Tetanus,2016,Aug.,7,8,5.0
Tetanus,2016,Dec.,11,12,4.0
Tetanus,2016,Feb.,1,2,1.0
Tetanus,2016,Jan.,0,1,1.0
Tetanus,2016,July,6,7,3.0
Tetanus,2016,June,5,6,4.0
Tetanus,2016,Mar.,2,3,3.0
Tetanus,2016,May,4,5,1.0
Tetanus,2016,Nov.,10,11,1.0
Tetanus,2016,Oct.,9,10,3.0
Tetanus,2016,Sept.,8,9,3.0
Tetanus,2017,Apr.,15,4,3.0
Tetanus,2017,Aug.,19,8,4.0
Tetanus,2017,Dec.,23,12,0.0
Tetanus,2017,Feb.,13,2,5.0
Tetanus,2017,Jan.,12,1,3.0
Tetanus,2017,July,18,7,5.0
Tetanus,2017,June,17,6,1.0
Tetanus,2017,Mar.,14,3,3.0
Tetanus,2017,May,16,5,3.0
Tetanus,2017,Nov.,22,11,0.0
Tetanus,2017,Oct.,21,10,2.0
Tetanus,2017,Sept.,20,9,4.0
Tetanus,2018,Apr.,27,4,3.0
Tetanus,2018,Aug.,31,8,5.0
Tetanus,2018,Dec.,35,12,2.0
Tetanus,2018,Feb.,25,2,0.0
Tetanus,2018,Jan.,24,1,0.0
Tetanus,2018,July,30,7,1.0
Tetanus,2018,June,29,6,2.0
Tetanus,2018,Mar.,26,3,0.0
Tetanus,2018,May,28,5,4.0
Tetanus,2018,Nov.,34,11,3.0
Tetanus,2018,Oct.,33,10,2.0
Tetanus,2018,Sept.,32,9,1.0
Toxic shock syndrome,2016,Apr.,3,4,0.0
Toxic shock syndrome,2016,Aug.,7,8,2.0
Toxic shock syndrome,2016,Dec.,11,12,4.0
Toxic shock syndrome,2016,Feb.,1,2,5.0
Toxic shock syndrome,2016,Jan.,0,1,2.0
Toxic shock syndrome,2016,July,6,7,7.0
Toxic shock syndrome,2016,June,5,6,4.0
Toxic shock syndrome,2016,Mar.,2,3,2.0
Toxic shock syndrome,2016,May,4,5,2.0
Toxic shock syndrome,2016,Nov.,10,11,6.0
Toxic shock syndrome,2016,Oct.,9,10,2.0
Toxic shock syndrome,2016,Sept.,8,9,4.0
Toxic shock syndrome,2017,Apr.,15,4,8.0
Toxic shock syndrome,2017,Aug.,19,8,2.0
Toxic shock syndrome,2017,Dec.,23,12,2.0
Toxic shock syndrome,2017,Feb.,13,2,3.0
Toxic shock syndrome,2017,Jan.,12,1,0.0
Toxic shock syndrome,2017,July,18,7,3.0
Toxic shock syndrome,2017,June,17,6,3.0
Toxic shock syndrome,2017,Mar.,14,3,1.0
Toxic shock syndrome,2017,May,16,5,1.0
Toxic shock syndrome,2017,Nov.,22,11,3.0
Toxic shock syndrome,2017,Oct.,21,10,0.0
Toxic shock syndrome,2017,Sept.,20,9,4.0
Toxic shock syndrome,2018,Apr.,27,4,2.0
Toxic shock syndrome,2018,Aug.,31,8,2.0
Toxic shock syndrome,2018,Dec.,35,12,3.0
Toxic shock syndrome,2018,Feb.,25,2,6.0
Toxic shock syndrome,2018,Jan.,24,1,0.0
Toxic shock syndrome,2018,July,30,7,2.0
Toxic shock syndrome,2018,June,29,6,4.0
Toxic shock syndrome,2018,Mar.,26,3,2.0
Toxic shock syndrome,2018,May,28,5,3.0
Toxic shock syndrome,2018,Nov.,34,11,4.0
Toxic shock syndrome,2018,Oct.,33,10,3.0
Toxic shock syndrome,2018,Sept.,32,9,2.0
Trichinellosis,2016,Apr.,3,4,2.0
Trichinellosis,2016,Aug.,7,8,3.0
Trichinellosis,2016,Dec.,11,12,8.0
Trichinellosis,2016,Feb.,1,2,0.0
Trichinellosis,2016,Jan.,0,1,0.0
Trichinellosis,2016,July,6,7,2.0
Trichinellosis,2016,June,5,6,2.0
Trichinellosis,2016,Mar.,2,3,1.0
Trichinellosis,2016,May,4,5,1.0
Trichinellosis,2016,Nov.,10,11,0.0
Trichinellosis,2016,Oct.,9,10,4.0
Trichinellosis,2016,Sept.,8,9,3.0
Trichinellosis,2017,Apr.,15,4,3.0
Trichinellosis,2017,Aug.,19,8,0.0
Trichinellosis,2017,Dec.,23,12,1.0
Trichinellosis,2017,Feb.,13,2,0.0
Trichinellosis,2017,Jan.,12,1,3.0
Trichinellosis,2017,July,18,7,0.0
Trichinellosis,2017,June,17,6,0.0
Trichinellosis,2017,Mar.,14,3,1.0
Trichinellosis,2017,May,16,5,6.0
Trichinellosis,2017,Nov.,22,11,0.0
Trichinellosis,2017,Oct.,21,10,1.0
Trichinellosis,2017,Sept.,20,9,0.0
Trichinellosis,2018,Apr.,27,4,0.0
Trichinellosis,2018,Aug.,31,8,0.0
Trichinellosis,2018,Dec.,35,12,0.0
Trichinellosis,2018,Feb.,25,2,0.0
Trichinellosis,2018,Jan.,24,1,0.0
Trichinellosis,2018,July,30,7,0.0
Trichinellosis,2018,June,29,6,0.0
Trichinellosis,2018,Mar.,26,3,0.0
Trichinellosis,2018,May,28,5,1.0
Trichinellosis,2018,Nov.,34,11,0.0
Trichinellosis,2018,Oct.,33,10,0.0
Trichinellosis,2018,Sept.,32,9,0.0
Tuberculosis,2016,Apr.,3,4,777.0
Tuberculosis,2016,Aug.,7,8,853.0
Tuberculosis,2016,Dec.,11,12,1324.0
Tuberculosis,2016,Feb.,1,2,642.0
Tuberculosis,2016,Jan.,0,1,478.0
Tuberculosis,2016,July,6,7,691.0
Tuberculosis,2016,June,5,6,837.0
Tuberculosis,2016,Mar.,2,3,698.0
Tuberculosis,2016,May,4,5,716.0
Tuberculosis,2016,Nov.,10,11,740.0
Tuberculosis,2016,Oct.,9,10,803.0
Tuberculosis,2016,Sept.,8,9,713.0
Tuberculosis,2017,Apr.,15,4,686.0
Tuberculosis,2017,Aug.,19,8,846.0
Tuberculosis,2017,Dec.,23,12,1091.0
Tuberculosis,2017,Feb.,13,2,624.0
Tuberculosis,2017,Jan.,12,1,504.0
Tuberculosis,2017,July,18,7,748.0
Tuberculosis,2017,June,17,6,799.0
Tuberculosis,2017,Mar.,14,3,801.0
Tuberculosis,2017,May,16,5,803.0
Tuberculosis,2017,Nov.,22,11,687.0
Tuberculosis,2017,Oct.,21,10,779.0
Tuberculosis,2017,Sept.,20,9,737.0
Tuberculosis,2018,Apr.,27,4,766.0
Tuberculosis,2018,Aug.,31,8,853.0
Tuberculosis,2018,Dec.,35,12,1077.0
Tuberculosis,2018,Feb.,25,2,587.0
Tuberculosis,2018,Jan.,24,1,506.0
Tuberculosis,2018,July,30,7,717.0
Tuberculosis,2018,June,29,6,817.0
Tuberculosis,2018,Mar.,26,3,770.0
Tuberculosis,2018,May,28,5,770.0
Tuberculosis,2018,Nov.,34,11,737.0
Tuberculosis,2018,Oct.,33,10,789.0
Tuberculosis,2018,Sept.,32,9,636.0
Tularemia,2016,Apr.,3,4,11.0
Tularemia,2016,Aug.,7,8,30.0
Tularemia,2016,Dec.,11,12,22.0
Tularemia,2016,Feb.,1,2,5.0
Tularemia,2016,Jan.,0,1,1.0
Tularemia,2016,July,6,7,40.0
Tularemia,2016,June,5,6,34.0
Tularemia,2016,Mar.,2,3,5.0
Tularemia,2016,May,4,5,29.0
Tularemia,2016,Nov.,10,11,14.0
Tularemia,2016,Oct.,9,10,20.0
Tularemia,2016,Sept.,8,9,19.0
Tularemia,2017,Apr.,15,4,14.0
Tularemia,2017,Aug.,19,8,25.0
Tularemia,2017,Dec.,23,12,29.0
Tularemia,2017,Feb.,13,2,5.0
Tularemia,2017,Jan.,12,1,1.0
Tularemia,2017,July,18,7,38.0
Tularemia,2017,June,17,6,31.0
Tularemia,2017,Mar.,14,3,3.0
Tularemia,2017,May,16,5,25.0
Tularemia,2017,Nov.,22,11,21.0
Tularemia,2017,Oct.,21,10,14.0
Tularemia,2017,Sept.,20,9,33.0
Tularemia,2018,Apr.,27,4,7.0
Tularemia,2018,Aug.,31,8,32.0
Tularemia,2018,Dec.,35,12,22.0
Tularemia,2018,Feb.,25,2,2.0
Tularemia,2018,Jan.,24,1,0.0
Tularemia,2018,July,30,7,54.0
Tularemia,2018,June,29,6,42.0
Tularemia,2018,Mar.,26,3,3.0
Tularemia,2018,May,28,5,22.0
Tularemia,2018,Nov.,34,11,5.0
Tularemia,2018,Oct.,33,10,25.0
Tularemia,2018,Sept.,32,9,15.0
Typhoid fever,2016,Apr.,3,4,32.0
Typhoid fever,2016,Aug.,7,8,48.0
Typhoid fever,2016,Dec.,11,12,37.0
Typhoid fever,2016,Feb.,1,2,22.0
Typhoid fever,2016,Jan.,0,1,32.0
Typhoid fever,2016,July,6,7,36.0
Typhoid fever,2016,June,5,6,32.0
Typhoid fever,2016,Mar.,2,3,20.0
Typhoid fever,2016,May,4,5,28.0
Typhoid fever,2016,Nov.,10,11,24.0
Typhoid fever,2016,Oct.,9,10,22.0
Typhoid fever,2016,Sept.,8,9,43.0
Typhoid fever,2017,Apr.,15,4,37.0
Typhoid fever,2017,Aug.,19,8,42.0
Typhoid fever,2017,Dec.,23,12,45.0
Typhoid fever,2017,Feb.,13,2,20.0
Typhoid fever,2017,Jan.,12,1,41.0
Typhoid fever,2017,July,18,7,46.0
Typhoid fever,2017,June,17,6,19.0
Typhoid fever,2017,Mar.,14,3,23.0
Typhoid fever,2017,May,16,5,22.0
Typhoid fever,2017,Nov.,22,11,19.0
Typhoid fever,2017,Oct.,21,10,52.0
Typhoid fever,2017,Sept.,20,9,53.0
Typhoid fever,2018,Apr.,27,4,36.0
Typhoid fever,2018,Aug.,31,8,43.0
Typhoid fever,2018,Dec.,35,12,58.0
Typhoid fever,2018,Feb.,25,2,23.0
Typhoid fever,2018,Jan.,24,1,28.0
Typhoid fever,2018,July,30,7,28.0
Typhoid fever,2018,June,29,6,24.0
Typhoid fever,2018,Mar.,26,3,34.0
Typhoid fever,2018,May,28,5,35.0
Typhoid fever,2018,Nov.,34,11,8.0
Typhoid fever,2018,Oct.,33,10,23.0
Typhoid fever,2018,Sept.,32,9,61.0
Vancomycin-intermediate Staphylococcus aureus,2016,Apr.,3,4,12.0
Vancomycin-intermediate Staphylococcus aureus,2016,Aug.,7,8,11.0
Vancomycin-intermediate Staphylococcus aureus,2016,Dec.,11,12,8.0
Vancomycin-intermediate Staphylococcus aureus,2016,Feb.,1,2,13.0
Vancomycin-intermediate Staphylococcus aureus,2016,Jan.,0,1,10.0
Vancomycin-intermediate Staphylococcus aureus,2016,July,6,7,12.0
Vancomycin-intermediate Staphylococcus aureus,2016,June,5,6,7.0
Vancomycin-intermediate Staphylococcus aureus,2016,Mar.,2,3,9.0
Vancomycin-intermediate Staphylococcus aureus,2016,May,4,5,8.0
Vancomycin-intermediate Staphylococcus aureus,2016,Nov.,10,11,3.0
Vancomycin-intermediate Staphylococcus aureus,2016,Oct.,9,10,7.0
Vancomycin-intermediate Staphylococcus aureus,2016,Sept.,8,9,8.0
Vancomycin-intermediate Staphylococcus aureus,2017,Apr.,15,4,9.0
Vancomycin-intermediate Staphylococcus aureus,2017,Aug.,19,8,7.0
Vancomycin-intermediate Staphylococcus aureus,2017,Dec.,23,12,10.0
Vancomycin-intermediate Staphylococcus aureus,2017,Feb.,13,2,13.0
Vancomycin-intermediate Staphylococcus aureus,2017,Jan.,12,1,5.0
Vancomycin-intermediate Staphylococcus aureus,2017,July,18,7,13.0
Vancomycin-intermediate Staphylococcus aureus,2017,June,17,6,9.0
Vancomycin-intermediate Staphylococcus aureus,2017,Mar.,14,3,7.0
Vancomycin-intermediate Staphylococcus aureus,2017,May,16,5,2.0
Vancomycin-intermediate Staphylococcus aureus,2017,Nov.,22,11,12.0
Vancomycin-intermediate Staphylococcus aureus,2017,Oct.,21,10,6.0
Vancomycin-intermediate Staphylococcus aureus,2017,Sept.,20,9,16.0
Vancomycin-intermediate Staphylococcus aureus,2018,Apr.,27,4,3.0
Vancomycin-intermediate Staphylococcus aureus,2018,Aug.,31,8,2.0
Vancomycin-intermediate Staphylococcus aureus,2018,Dec.,35,12,11.0
Vancomycin-intermediate Staphylococcus aureus,2018,Feb.,25,2,8.0
Vancomycin-intermediate Staphylococcus aureus,2018,Jan.,24,1,5.0
Vancomycin-intermediate Staphylococcus aureus,2018,July,30,7,7.0
Vancomycin-intermediate Staphylococcus aureus,2018,June,29,6,10.0
Vancomycin-intermediate Staphylococcus aureus,2018,Mar.,26,3,13.0
Vancomycin-intermediate Staphylococcus aureus,2018,May,28,5,8.0
Vancomycin-intermediate Staphylococcus aureus,2018,Nov.,34,11,7.0
Vancomycin-intermediate Staphylococcus aureus,2018,Oct.,33,10,5.0
Vancomycin-intermediate Staphylococcus aureus,2018,Sept.,32,9,6.0
Vancomycin-resistant Staphylococcus aureus,2016,Apr.,3,4,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Aug.,7,8,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Dec.,11,12,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Feb.,1,2,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Jan.,0,1,0.0
Vancomycin-resistant Staphylococcus aureus,2016,July,6,7,0.0
Vancomycin-resistant Staphylococcus aureus,2016,June,5,6,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Mar.,2,3,0.0
Vancomycin-resistant Staphylococcus aureus,2016,May,4,5,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Nov.,10,11,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Oct.,9,10,0.0
Vancomycin-resistant Staphylococcus aureus,2016,Sept.,8,9,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Apr.,15,4,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Aug.,19,8,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Dec.,23,12,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Feb.,13,2,1.0
Vancomycin-resistant Staphylococcus aureus,2017,Jan.,12,1,0.0
Vancomycin-resistant Staphylococcus aureus,2017,July,18,7,0.0
Vancomycin-resistant Staphylococcus aureus,2017,June,17,6,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Mar.,14,3,0.0
Vancomycin-resistant Staphylococcus aureus,2017,May,16,5,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Nov.,22,11,0.0
Vancomycin-resistant Staphylococcus aureus,2017,Oct.,21,10,1.0
Vancomycin-resistant Staphylococcus aureus,2017,Sept.,20,9,1.0
Vancomycin-resistant Staphylococcus aureus,2018,Apr.,27,4,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Aug.,31,8,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Dec.,35,12,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Feb.,25,2,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Jan.,24,1,0.0
Vancomycin-resistant Staphylococcus aureus,2018,July,30,7,0.0
Vancomycin-resistant Staphylococcus aureus,2018,June,29,6,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Mar.,26,3,0.0
Vancomycin-resistant Staphylococcus aureus,2018,May,28,5,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Nov.,34,11,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Oct.,33,10,0.0
Vancomycin-resistant Staphylococcus aureus,2018,Sept.,32,9,0.0
Varicella morbidity,2016,Apr.,3,4,1026.0
Varicella morbidity,2016,Aug.,7,8,407.0
Varicella morbidity,2016,Dec.,11,12,979.0
Varicella morbidity,2016,Feb.,1,2,738.0
Varicella morbidity,2016,Jan.,0,1,781.0
Varicella morbidity,2016,July,6,7,579.0
Varicella morbidity,2016,June,5,6,608.0
Varicella morbidity,2016,Mar.,2,3,733.0
Varicella morbidity,2016,May,4,5,871.0
Varicella morbidity,2016,Nov.,10,11,721.0
Varicella morbidity,2016,Oct.,9,10,827.0
Varicella morbidity,2016,Sept.,8,9,683.0
Varicella morbidity,2017,Apr.,15,4,960.0
Varicella morbidity,2017,Aug.,19,8,495.0
Varicella morbidity,2017,Dec.,23,12,915.0
Varicella morbidity,2017,Feb.,13,2,740.0
Varicella morbidity,2017,Jan.,12,1,676.0
Varicella morbidity,2017,July,18,7,566.0
Varicella morbidity,2017,June,17,6,513.0
Varicella morbidity,2017,Mar.,14,3,781.0
Varicella morbidity,2017,May,16,5,748.0
Varicella morbidity,2017,Nov.,22,11,778.0
Varicella morbidity,2017,Oct.,21,10,772.0
Varicella morbidity,2017,Sept.,20,9,831.0
Varicella morbidity,2018,Apr.,27,4,685.0
Varicella morbidity,2018,Aug.,31,8,506.0
Varicella morbidity,2018,Dec.,35,12,998.0
Varicella morbidity,2018,Feb.,25,2,577.0
Varicella morbidity,2018,Jan.,24,1,512.0
Varicella morbidity,2018,July,30,7,493.0
Varicella morbidity,2018,June,29,6,769.0
Varicella morbidity,2018,Mar.,26,3,791.0
Varicella morbidity,2018,May,28,5,761.0
Varicella morbidity,2018,Nov.,34,11,646.0
Varicella morbidity,2018,Oct.,33,10,639.0
Varicella morbidity,2018,Sept.,32,9,824.0
Varicella mortality,2016,Apr.,3,4,0.0
Varicella mortality,2016,Aug.,7,8,1.0
Varicella mortality,2016,Dec.,11,12,0.0
Varicella mortality,2016,Feb.,1,2,0.0
Varicella mortality,2016,Jan.,0,1,0.0
Varicella mortality,2016,July,6,7,1.0
Varicella mortality,2016,June,5,6,0.0
Varicella mortality,2016,Mar.,2,3,0.0
Varicella mortality,2016,May,4,5,0.0
Varicella mortality,2016,Nov.,10,11,0.0
Varicella mortality,2016,Oct.,9,10,0.0
Varicella mortality,2016,Sept.,8,9,1.0
Varicella mortality,2017,Apr.,15,4,0.0
Varicella mortality,2017,Aug.,19,8,1.0
Varicella mortality,2017,Dec.,23,12,1.0
Varicella mortality,2017,Feb.,13,2,0.0
Varicella mortality,2017,Jan.,12,1,0.0
Varicella mortality,2017,July,18,7,0.0
Varicella mortality,2017,June,17,6,0.0
Varicella mortality,2017,Mar.,14,3,0.0
Varicella mortality,2017,May,16,5,0.0
Varicella mortality,2017,Nov.,22,11,0.0
Varicella mortality,2017,Oct.,21,10,0.0
Varicella mortality,2017,Sept.,20,9,0.0
Varicella mortality,2018,Apr.,27,4,0.0
Varicella mortality,2018,Aug.,31,8,0.0
Varicella mortality,2018,Dec.,35,12,0.0
Varicella mortality,2018,Feb.,25,2,1.0
Varicella mortality,2018,Jan.,24,1,0.0
Varicella mortality,2018,July,30,7,1.0
Varicella mortality,2018,June,29,6,1.0
Varicella mortality,2018,Mar.,26,3,2.0
Varicella mortality,2018,May,28,5,1.0
Varicella mortality,2018,Nov.,34,11,0.0
Varicella mortality,2018,Oct.,33,10,0.0
Varicella mortality,2018,Sept.,32,9,0.0
Vibriosis,2016,Apr.,3,4,50.0
Vibriosis,2016,Aug.,7,8,229.0
Vibriosis,2016,Dec.,11,12,122.0
Vibriosis,2016,Feb.,1,2,29.0
Vibriosis,2016,Jan.,0,1,48.0
Vibriosis,2016,July,6,7,227.0
Vibriosis,2016,June,5,6,108.0
Vibriosis,2016,Mar.,2,3,29.0
Vibriosis,2016,May,4,5,67.0
Vibriosis,2016,Nov.,10,11,62.0
Vibriosis,2016,Oct.,9,10,137.0
Vibriosis,2016,Sept.,8,9,165.0
Vibriosis,2017,Apr.,15,4,145.0
Vibriosis,2017,Aug.,19,8,277.0
Vibriosis,2017,Dec.,23,12,248.0
Vibriosis,2017,Feb.,13,2,61.0
Vibriosis,2017,Jan.,12,1,60.0
Vibriosis,2017,July,18,7,333.0
Vibriosis,2017,June,17,6,158.0
Vibriosis,2017,Mar.,14,3,81.0
Vibriosis,2017,May,16,5,126.0
Vibriosis,2017,Nov.,22,11,129.0
Vibriosis,2017,Oct.,21,10,194.0
Vibriosis,2017,Sept.,20,9,273.0
Vibriosis,2018,Apr.,27,4,131.0
Vibriosis,2018,Aug.,31,8,507.0
Vibriosis,2018,Dec.,35,12,420.0
Vibriosis,2018,Feb.,25,2,84.0
Vibriosis,2018,Jan.,24,1,63.0
Vibriosis,2018,July,30,7,400.0
Vibriosis,2018,June,29,6,324.0
Vibriosis,2018,Mar.,26,3,128.0
Vibriosis,2018,May,28,5,118.0
Vibriosis,2018,Nov.,34,11,166.0
Vibriosis,2018,Oct.,33,10,234.0
Vibriosis,2018,Sept.,32,9,389.0
West Nile virus,2016,Apr.,3,4,2.0
West Nile virus,2016,Aug.,7,8,792.0
West Nile virus,2016,Dec.,11,12,76.0
West Nile virus,2016,Feb.,1,2,0.0
West Nile virus,2016,Jan.,0,1,1.0
West Nile virus,2016,July,6,7,290.0
West Nile virus,2016,June,5,6,41.0
West Nile virus,2016,Mar.,2,3,0.0
West Nile virus,2016,May,4,5,16.0
West Nile virus,2016,Nov.,10,11,102.0
West Nile virus,2016,Oct.,9,10,252.0
West Nile virus,2016,Sept.,8,9,577.0
West Nile virus,2017,Apr.,15,4,7.0
West Nile virus,2017,Aug.,19,8,676.0
West Nile virus,2017,Dec.,23,12,20.0
West Nile virus,2017,Feb.,13,2,0.0
West Nile virus,2017,Jan.,12,1,0.0
